"X","Brand","Name","Sticker","Year","KM","Fuel","CV","Transmission","One_owner","Location","Length","Width","Height","Weight","Trunk","Tank","Vmax","X0to100","Consumption","Emissions","Keys_num","Extras_num","Price","Antiguitat","Ratio_Pot_Pes","Tram_KM","Preu_per_CV","Depreciacio_Anual","Preu_per_KM"
5121,"Peugeot","Peugeot 3008","C",2015,131028,"Gasolina",130,"MANUAL","False","Córdoba",4.37,1.84,1.64,1400,1241,"-",195,10.8,5.3,120,2,5,9300,10,0.0928571428571429,"100k-200k",71.5384615384615,930,0.0709771957138932
5124,"KIA","KIA Ceed","C",2018,82121,"Diésel",136,"MANUAL","False","Valencia",4.31,1.78,1.47,1289,1318,"-",197,10.2,4,104,2,5,14990,7,0.105508145849496,"50k-100k",110.220588235294,2141.42857142857,0.182535526844534
5126,"Renault","Renault Captur","0_EMISIONES",2021,56051,"Híbrido Enchufable",160,"AUTO","True","Santander",4.23,1.8,1.58,1625,536,"-",173,10.1,6.2,50,1,5,21200,4,0.0984615384615385,"50k-100k",132.5,5300,0.378226971864909
5127,"Nissan","Nissan QASHQAI","C",2020,60271,"Diésel",115,"MANUAL","False","Córdoba",4.39,1.81,1.59,1385,1598,"-",181,12.3,5.3,139,1,5,21300,5,0.0830324909747292,"50k-100k",185.217391304348,4260,0.353403792868876
5128,"Citroën","Citroën C3 Aircross","C",2018,115911,"Gasolina",131,"MANUAL","False","Madrid",4.15,1.82,1.64,1188,1289,"-",200,9.3,5.3,119,2,5,12700,7,0.11026936026936,"100k-200k",96.9465648854962,1814.28571428571,0.109566822820957
5129,"Renault","Renault Trafic","C",2022,64650,"Diésel",110,"MANUAL","True","Madrid",5.08,1.96,1.97,1783,NA,"-",165,6.7,182,NA,2,5,19826,3,0.0616937745372967,"50k-100k",180.236363636364,6608.66666666667,0.306666666666667
5131,"BMW","BMW X5","ECO",2018,116571,"Híbrido Enchufable",313,"AUTO","True","Madrid",4.89,1.94,1.76,2305,1720,"-",210,6.8,3.3,31,2,5,38900,7,0.135791757049892,"100k-200k",124.281150159744,5557.14285714286,0.333702207238507
5132,"Volkswagen","Volkswagen Crafter","C",2020,92485,"Diésel",177,"MANUAL","True","Zaragoza",6.84,2.04,3.08,2372,NA,"-",165,10,210,NA,2,5,32500,5,0.0746205733558179,"50k-100k",183.61581920904,6500,0.351408336486998
5133,"Ford","Ford Transit Courier","C",2019,42272,"Diésel",75,"MANUAL","False","Barcelona",4.16,1.76,1.75,1135,NA,"-",154,4.1,142,NA,1,3,9380,6,0.066079295154185,"20k-50k",125.066666666667,1563.33333333333,0.221896290688872
5134,"Renault","Renault Kadjar","C",2017,113477,"Gasolina",130,"MANUAL","True","Cádiz",4.45,1.84,1.61,1306,1478,"-",192,10.1,5.6,126,2,5,15300,8,0.0995405819295559,"100k-200k",117.692307692308,1912.5,0.134829084307833
5135,"Dacia","Dacia Duster","ECO",2022,31248,"GLP",100,"MANUAL","True","Madrid",4.34,1.8,1.69,1369,1478,"-",NA,10.9625,NA,NA,2,5,21300,3,0.0730460189919649,"20k-50k",213,7100,0.681643625192012
5136,"Renault","Renault Clio","C",2018,65503,"Gasolina",220,"AUTO","False","Murcia",4.09,1.73,1.43,1204,1146,"-",235,6.6,5.9,135,2,5,24990,7,0.182724252491694,"50k-100k",113.590909090909,3570,0.381509243851427
5137,"Seat","Seat Ibiza","C",2021,79065,"Gasolina",110,"MANUAL","True","Alicante",4.06,1.78,1.44,1134,1165,"-",195,10.2,5.1,116,2,5,12314,4,0.0970017636684303,"50k-100k",111.945454545455,3078.5,0.155745272876747
5138,"Mazda","Mazda Mazda3","ECO",2024,1395,"Híbrido",150,"AUTO","False","Santander",4.46,1.8,1.44,1299,1026,"-",202,10.8,6.1,140,2,5,29800,1,0.115473441108545,"0-20k",198.666666666667,29800,21.3620071684588
5139,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,31447,"Híbrido Enchufable",141,"AUTO","False","Castellón",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,18090,4,0.0876865671641791,"20k-50k",128.297872340426,4522.5,0.575253601297421
5140,"Seat","Seat León","C",2019,87749,"Gasolina",150,"AUTO","True","Albacete",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14752,6,0.115919629057187,"50k-100k",98.3466666666667,2458.66666666667,0.168115875964398
5141,"Volkswagen","Volkswagen Golf","C",2019,26976,"Diésel",115,"AUTO","False","Girona",4.26,1.79,1.49,1321,1270,"-",198,10.5,5.2,104,2,5,21500,6,0.0870552611657835,"20k-50k",186.95652173913,3583.33333333333,0.797004744958482
5142,"Renault","Renault Scénic","C",2017,35865,"Diésel",110,"MANUAL","False","Girona",4.41,1.87,1.65,1430,NA,"-",184,12.4,3.9,100,2,5,18990,8,0.0769230769230769,"20k-50k",172.636363636364,2373.75,0.529485570890841
5143,"Citroën","Citroën C4 Cactus","C",2018,73380,"Diésel",100,"MANUAL","True","Almería",4.16,1.73,1.53,1070,1170,"-",184,10.6,3.6,95,2,5,12900,7,0.0934579439252336,"50k-100k",129,1842.85714285714,0.17579721995094
5144,"Peugeot","Peugeot Boxer","B",2014,160203,"Diésel",110,"MANUAL","False","Barcelona",4.96,2.05,2.25,1945,NA,"-",145,6.8,180,NA,2,2,11900,11,0.0565552699228792,"100k-200k",108.181818181818,1081.81818181818,0.0742807562904565
5145,"Skoda","Skoda Scala","C",2022,35238,"Gasolina",110,"AUTO","True","Castellón",4.36,1.79,1.47,1229,1410,"-",198,5.7,107,NA,2,5,19700,3,0.0895036615134256,"20k-50k",179.090909090909,6566.66666666667,0.559055565015041
5146,"Hyundai","Hyundai Kona","C",2019,145417,"Diésel",136,"AUTO","False","Oviedo",4.17,1.8,1.57,1342,1143,"-",191,10.2,4.1,111,2,5,16390,6,0.101341281669151,"100k-200k",120.514705882353,2731.66666666667,0.112710343357379
5147,"Seat","Seat Ibiza","C",2021,84685,"Gasolina",110,"MANUAL","True","Albacete",4.06,1.78,1.44,1134,1165,"-",195,10.2,5.1,116,1,5,12314,4,0.0970017636684303,"50k-100k",111.945454545455,3078.5,0.145409458581803
5149,"Mercedes","Mercedes Clase C","ECO",2016,102770,"Híbrido Enchufable",279,"AUTO","False","Madrid",4.69,1.81,1.44,1780,NA,"-",250,5.9,2.1,31,2,5,25490,9,0.156741573033708,"100k-200k",91.3620071684588,2832.22222222222,0.248029580616912
5150,"Renault","Renault Captur","C",2019,96205,"Diésel",90,"MANUAL","False","Córdoba",4.12,1.78,1.57,1323,1235,"-",171,13.1,4.2,111,1,5,14600,6,0.0680272108843537,"50k-100k",162.222222222222,2433.33333333333,0.151759264071514
5151,"Fiat","Fiat 500L","C",2018,105663,"Diésel",120,"MANUAL","True","Toledo",4.27,1.8,1.68,1380,1480,"-",183,4.3,114,NA,2,5,13990,7,0.0869565217391304,"100k-200k",116.583333333333,1998.57142857143,0.132402070734316
5152,"Seat","Seat León","C",2019,92306,"Gasolina",150,"AUTO","True","Valencia",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14628,6,0.115919629057187,"50k-100k",97.52,2438,0.158472905336598
5153,"Seat","Seat Ibiza","C",2021,83443,"Gasolina",95,"MANUAL","True","Valencia",4.06,1.78,1.44,1134,1165,"-",182,10.9,5.5,124,2,5,12190,4,0.0837742504409171,"50k-100k",128.315789473684,3047.5,0.146087748522944
5154,"Renault","Renault Kadjar","C",2020,49521,"Gasolina",160,"AUTO","True","Valencia",4.49,1.84,1.61,1471,1478,"-",210,9.3,5.5,131,2,5,23890,5,0.108769544527532,"20k-50k",149.3125,4778,0.482421598917631
5156,"Volvo","Volvo XC40","C",2022,16843,"Gasolina",129,"AUTO","True","Barcelona",4.43,1.86,1.65,1554,1328,"-",180,10.9,7.3,165,2,5,31490,3,0.083011583011583,"0-20k",244.108527131783,10496.6666666667,1.86961942646797
5157,"Seat","Seat León","C",2018,114757,"Gasolina",110,"MANUAL","True","Madrid",4.28,1.82,1.46,1213,1210,"-",194,9.9,4.9,114,1,5,15990,7,0.090684253915911,"100k-200k",145.363636363636,2284.28571428571,0.139337905312966
5158,"Opel","Opel Grandland X PHEV","0_EMISIONES",2020,48706,"Híbrido Enchufable",300,"AUTO","False","Pontevedra",4.48,1.86,1.61,1875,1652,"-",240,6.1,7,63,2,5,22490,5,0.16,"20k-50k",74.9666666666667,4498,0.461750092391081
5161,"Hyundai","Hyundai Tucson","C",2017,41414,"Gasolina",131,"MANUAL","True","Madrid",4.47,1.85,1.66,1379,1503,"-",182,11.5,6.3,147,2,5,16990,8,0.0949963741841914,"20k-50k",129.69465648855,2123.75,0.410247742309364
5162,"Volkswagen","Volkswagen California","C",2024,1414,"Diésel",150,"MANUAL","True","Sevilla",4.9,1.9,1.99,2411,NA,"-",NA,9.81356589147287,NA,NA,2,5,61990,1,0.062214848610535,"0-20k",413.266666666667,61990,43.8401697312588
5163,"Mazda","Mazda Mazda6","C",2020,75983,"Gasolina",145,"MANUAL","True","Madrid",4.87,1.84,1.45,1370,NA,"-",208,10,6.7,152,2,5,24990,5,0.105839416058394,"50k-100k",172.344827586207,4998,0.328889356829817
5164,"Mazda","Mazda CX-5","C",2020,50690,"Gasolina",165,"MANUAL","True","Málaga",4.55,1.84,1.68,1518,1620,"-",201,10.3,7.1,160,2,5,23490,5,0.108695652173913,"50k-100k",142.363636363636,4698,0.463405010850266
5165,"Seat","Seat Ibiza","C",2021,53067,"Gasolina",110,"AUTO","True","Albacete",4.06,1.78,1.44,1163,1165,"-",195,10,5.5,127,1,5,13099,4,0.0945829750644884,"50k-100k",119.081818181818,3274.75,0.246838901765692
5166,"Ford","Ford Fiesta","C",2018,144310,"Diésel",85,"MANUAL","False","Vizcaya",4.04,1.73,1.48,1117,984,"-",175,12.5,3.5,93,2,5,9790,7,0.0760966875559534,"100k-200k",115.176470588235,1398.57142857143,0.0678400665234564
5168,"Peugeot","Peugeot 2008","C",2017,60758,"Diésel",100,"MANUAL","True","Huelva",4.16,1.74,1.56,1160,1400,"-",180,11.3,3.7,97,2,5,13700,8,0.0862068965517241,"50k-100k",137,1712.5,0.22548470983245
5169,"KIA","KIA Sportage","C",2016,46635,"Gasolina",177,"AUTO","False","Barcelona",4.48,1.86,1.65,1534,1480,"-",201,9.1,7.5,175,2,5,21300,9,0.115384615384615,"20k-50k",120.338983050847,2366.66666666667,0.456738501125764
5170,"Nissan","Nissan QASHQAI","ECO",2022,21860,"Híbrido",158,"AUTO","True","Barcelona",4.43,1.84,1.63,1511,1593,"-",199,9.2,6.4,144,2,5,30990,3,0.104566512243547,"20k-50k",196.139240506329,10330,1.41765782250686
5171,"Mercedes","Mercedes GLA","C",2015,89385,"Diésel",170,"AUTO","False","Madrid",4.42,1.8,1.49,1535,1235,"-",215,8.3,4.6,119,1,5,21900,10,0.110749185667752,"50k-100k",128.823529411765,2190,0.245007551602618
5173,"Toyota","Toyota Auris","C",2017,99509,"Gasolina",116,"MANUAL","False","Málaga",4.33,1.76,1.48,1265,NA,"-",200,10.1,4.8,112,2,5,13990,8,0.091699604743083,"50k-100k",120.603448275862,1748.75,0.140590298364972
5174,"KIA","KIA Carens","C",2016,100972,"Diésel",115,"MANUAL","True","Barcelona",4.53,1.81,1.61,1607,1694,"-",181,13,4.5,117,1,5,14900,9,0.0715619166148102,"100k-200k",129.565217391304,1655.55555555556,0.147565661767619
5175,"KIA","KIA Sportage","C",2020,23761,"Gasolina",132,"MANUAL","False","Vizcaya",4.49,1.86,1.65,1490,1492,"-",182,11.5,6.8,152,1,5,21200,5,0.0885906040268456,"20k-50k",160.606060606061,4240,0.892218340978915
5176,"Seat","Seat León","C",2019,119779,"Gasolina",150,"AUTO","False","Barcelona",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14421,6,0.115919629057187,"100k-200k",96.14,2403.5,0.120396730645606
5177,"Citroën","Citroën C4","C",2022,469275,"Diésel",110,"MANUAL","False","Alicante",4.36,1.8,1.53,1335,1250,"-",193,10.5,4.4,115,2,5,14421,3,0.0823970037453183,"+200k",131.1,4807,0.0307303819721911
5179,"Toyota","Toyota Yaris","ECO",2017,131635,"Híbrido",100,"AUTO","False","Málaga",3.95,1.7,1.51,1165,768,"-",165,11.8,3.3,75,2,5,12800,8,0.0858369098712446,"100k-200k",128,1600,0.0972385763664679
5180,"Volkswagen","Volkswagen Golf","C",2018,98854,"Gasolina",150,"MANUAL","False","Valencia",4.26,1.79,1.49,1294,1270,"-",216,8.3,5.1,116,2,5,19290,7,0.115919629057187,"50k-100k",128.6,2755.71428571429,0.195136261557448
5181,"Opel","Opel Mokka","C",2021,65344,"Gasolina",130,"MANUAL","False","Ciudad Real",4.15,1.79,1.53,1275,1060,"-",202,9.1,5.6,124,2,5,19200,4,0.101960784313725,"50k-100k",147.692307692308,4800,0.29382957884427
5183,"Renault","Renault Mégane","C",2019,31502,"Gasolina",140,"AUTO","False","Granada",4.36,1.81,1.45,1259,1247,"-",205,9.2,5.5,125,2,5,20290,6,0.11119936457506,"20k-50k",144.928571428571,3381.66666666667,0.644086089772078
5184,"Toyota","Toyota Yaris","ECO",2020,78683,"Híbrido",100,"AUTO","True","Málaga",3.95,1.7,1.51,1165,768,"-",165,11.8,4,87,2,5,15200,5,0.0858369098712446,"50k-100k",152,3040,0.193180229528615
5185,"Volkswagen","Volkswagen Polo","C",2018,103452,"Gasolina",95,"MANUAL","False","Barcelona",4.05,1.75,1.46,1145,1125,"-",187,10.8,4.5,103,2,5,14990,7,0.0829694323144105,"100k-200k",157.789473684211,2141.42857142857,0.144898117001121
5186,"Peugeot","Peugeot 308","C",2019,134415,"Diésel",130,"AUTO","False","Córdoba",4.25,1.8,1.46,1204,1309,"-",206,9.4,3.6,100,2,5,12990,6,0.10797342192691,"100k-200k",99.9230769230769,2165,0.0966409998884053
5188,"BMW","BMW X2","C",2018,150000,"Diésel",150,"MANUAL","False","Córdoba",4.36,1.82,1.53,1575,1355,"-",207,9.3,4.5,119,2,5,18800,7,0.0952380952380952,"100k-200k",125.333333333333,2685.71428571429,0.125333333333333
5189,"Dacia","Dacia Lodgy","C",2017,127663,"Diésel",107,"MANUAL","False","Madrid",4.52,1.77,1.68,1263,1861,"-",177,11.2,4,105,2,5,13990,8,0.0847189231987332,"100k-200k",130.747663551402,1748.75,0.10958539279196
5191,"Renault","Renault Mégane","C",2020,56692,"Gasolina",140,"MANUAL","True","Madrid",4.36,1.81,1.45,1231,1247,"-",205,9.5,6,136,2,5,17990,5,0.113728675873274,"50k-100k",128.5,3598,0.317328723629436
5192,"Ford","Ford Focus","SENSE_ETIQUETA",2004,148327,"Diésel",100,"MANUAL","False","Cáceres",4.17,1.7,1.44,1277,1205,"-",186,11.6,138,NA,2,3,2490,21,0.0783085356303837,"100k-200k",24.9,118.571428571429,0.0167872336122216
5193,"Seat","Seat Ibiza","C",2016,67688,"Diésel",105,"MANUAL","False","Málaga",4.06,1.69,1.45,1161,847,"-",192,9.9,3.9,100,2,5,11790,9,0.0904392764857881,"50k-100k",112.285714285714,1310,0.174181538825198
5194,"Toyota","Toyota Yaris","C",2006,130559,"Gasolina",87,"MANUAL","False","Alicante",3.75,1.7,1.53,1010,NA,"-",170,11.5,6,141,2,3,5500,19,0.0861386138613861,"100k-200k",63.2183908045977,289.473684210526,0.0421265481506445
5195,"SsangYong","SsangYong Tivoli","C",2019,71573,"Gasolina",163,"MANUAL","False","Madrid",4.22,1.8,1.61,1300,1115,"-",181,7.2,164,NA,2,5,16300,6,0.125384615384615,"50k-100k",100,2716.66666666667,0.227739510709346
5196,"Volkswagen","Volkswagen Golf","C",2016,72739,"Gasolina",230,"AUTO","True","Alicante",4.27,1.79,1.44,1402,1270,"-",248,6.4,6.4,147,2,5,23990,9,0.164051355206847,"50k-100k",104.304347826087,2665.55555555556,0.329809318247433
5199,"Mercedes","Mercedes Clase A","C",2020,89666,"Gasolina",421,"AUTO","False","Madrid",4.45,1.85,1.41,1635,1195,"-",270,3.9,8.6,204,2,5,54990,5,0.257492354740061,"50k-100k",130.61757719715,10998,0.613275935137064
5200,"Volvo","Volvo XC60","B",2015,140566,"Diésel",136,"MANUAL","False","Valencia",4.64,1.89,1.71,1816,1455,"-",190,11.2,5.3,139,2,5,17500,10,0.0748898678414097,"100k-200k",128.676470588235,1750,0.124496677717229
5202,"Jeep","Jeep Compass","C",2019,53563,"Gasolina",140,"MANUAL","True","Valencia",4.39,1.82,1.64,1430,1251,"-",195,9.8,6.8,155,2,5,18990,6,0.0979020979020979,"50k-100k",135.642857142857,3165,0.3545357802961
5203,"Seat","Seat Arona","ECO",2021,23339,"GNC",90,"MANUAL","True","Madrid",4.14,1.78,1.55,1305,NA,"-",178,13.2,5.2,102,2,5,16500,4,0.0689655172413793,"20k-50k",183.333333333333,4125,0.70697116414585
5205,"Citroën","Citroën Spacetourer","C",2019,100684,"Diésel",150,"MANUAL","True","Navarra",5.31,1.92,1.89,2120,2287,"-",170,5.6,186,NA,2,5,30190,6,0.0707547169811321,"100k-200k",201.266666666667,5031.66666666667,0.2998490326169
5208,"Volkswagen","Volkswagen Beetle","C",2017,78024,"Diésel",110,"MANUAL","False","Castellón",4.29,1.83,1.49,1484,NA,"-",180,11.7,4.4,116,2,5,21300,8,0.0741239892183288,"50k-100k",193.636363636364,2662.5,0.272992925253768
5209,"Seat","Seat Arona","C",2022,21000,"Gasolina",110,"AUTO","False","Málaga",4.15,1.78,1.54,1233,NA,"-",190,10.1,4.8,135,2,5,22500,3,0.089213300892133,"20k-50k",204.545454545455,7500,1.07142857142857
5211,"Audi","Audi Q2","C",2018,113687,"Gasolina",150,"AUTO","True","Gipuzkoa",4.19,1.79,1.51,1355,1050,"-",212,8.5,5.4,123,2,5,20850,7,0.11070110701107,"100k-200k",139,2978.57142857143,0.183398277727445
5212,"Volkswagen","Volkswagen Passat","B",2009,138598,"Diésel",140,"MANUAL","False","Girona",4.77,1.82,1.52,1596,1716,"-",201,10.5,6.1,159,2,5,8650,16,0.087719298245614,"100k-200k",61.7857142857143,540.625,0.0624107129973015
5213,"KIA","KIA Sportage","B",2015,213371,"Diésel",115,"MANUAL","True","Barcelona",4.44,1.86,1.63,1490,1353,"-",173,12.3,5.2,135,2,5,10950,10,0.0771812080536913,"+200k",95.2173913043478,1095,0.0513190639777664
5214,"Renault","Renault Clio","C",2021,26206,"Diésel",100,"MANUAL","True","Alicante",4.05,1.8,1.44,1178,1069,"-",180,12.2,4.1,109,2,5,13347,4,0.0848896434634974,"20k-50k",133.47,3336.75,0.509310844844692
5215,"BMW","BMW Serie 3","C",2007,165950,"Gasolina",170,"MANUAL","False","Barcelona",4.58,1.78,1.4,1435,NA,"-",230,8.1,6.3,151,2,5,11490,18,0.118466898954704,"100k-200k",67.5882352941177,638.333333333333,0.0692377222054836
5216,"Renault","Renault Mégane","B",2011,197861,"Diésel",110,"MANUAL","False","Santander",4.56,1.8,1.5,1265,1600,"-",190,11.1,4.4,114,2,5,6400,14,0.0869565217391304,"100k-200k",58.1818181818182,457.142857142857,0.0323459398264438
5217,"Citroën","Citroën C3 Aircross","C",2018,92816,"Diésel",99,"MANUAL","False","Sevilla",4.15,1.82,1.64,1203,1289,"-",175,11.5,4,104,1,5,13190,7,0.0822942643391521,"50k-100k",133.232323232323,1884.28571428571,0.142109119117394
5218,"KIA","KIA Sportage","C",2021,49103,"Gasolina",132,"MANUAL","False","Alicante",4.49,1.86,1.65,1490,1492,"-",182,11.5,7.9,169,1,5,17272,4,0.0885906040268456,"20k-50k",130.848484848485,4318,0.351750402215751
5220,"BMW","BMW Serie 1","C",2017,121568,"Gasolina",340,"AUTO","False","Vizcaya",4.32,1.77,1.43,1525,1200,"-",250,4.8,7.8,179,2,5,29900,8,0.222950819672131,"100k-200k",87.9411764705882,3737.5,0.245952882337457
5221,"Mazda","Mazda Mazda3","ECO",2019,58736,"Híbrido",122,"AUTO","False","Madrid",4.46,1.8,1.44,1299,1026,"-",NA,9.63571428571429,NA,NA,2,5,22890,6,0.0939183987682833,"50k-100k",187.622950819672,3815,0.389709888313811
5222,"Fiat","Fiat 500L","C",2019,50724,"Gasolina",95,"MANUAL","False","Barcelona",4.24,1.78,1.66,1245,1480,"-",176,13.4,6.9,156,2,5,13690,6,0.0763052208835341,"50k-100k",144.105263157895,2281.66666666667,0.269891964356123
5224,"KIA","KIA Ceed","C",2018,75057,"Gasolina",100,"MANUAL","False","Almería",4.31,1.78,1.47,1179,1318,"-",183,12.7,6,138,2,5,12990,7,0.0848176420695505,"50k-100k",129.9,1855.71428571429,0.173068467964347
5225,"Seat","Seat León","C",2019,77808,"Gasolina",150,"AUTO","False","Castellón",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14710,6,0.115919629057187,"50k-100k",98.0666666666667,2451.66666666667,0.189055110014394
5227,"Hyundai","Hyundai Tucson","ECO",2023,24346,"Híbrido",230,"AUTO","True","Madrid",4.5,1.87,1.65,1564,1795,"-",193,8,5.6,127,1,5,34900,2,0.147058823529412,"20k-50k",151.739130434783,17450,1.43350036967058
5229,"Opel","Opel Astra","C",2021,47311,"Gasolina",145,"AUTO","False","Valencia",4.7,1.81,1.51,1395,1630,"-",210,9.8,5.8,132,1,5,14328,4,0.103942652329749,"20k-50k",98.8137931034483,3582,0.302847118006383
5230,"Volkswagen","Volkswagen Tiguan","B",2010,130922,"Diésel",140,"MANUAL","False","Sevilla",4.43,1.81,1.69,1535,1510,"-",192,10.2,5.3,139,1,5,12900,15,0.0912052117263844,"100k-200k",92.1428571428571,860,0.0985319503215655
5232,"Opel","Opel Astra","C",2021,117632,"Gasolina",145,"AUTO","False","Valencia",4.7,1.81,1.51,1395,1630,"-",210,9.8,5.8,131,2,5,11561,4,0.103942652329749,"100k-200k",79.7310344827586,2890.25,0.0982810799782372
5233,"KIA","KIA Ceed","C",2019,85268,"Gasolina",204,"AUTO","True","Vizcaya",4.33,1.8,1.44,1413,1291,"-",225,7.4,6.2,142,2,5,23490,6,0.144373673036093,"50k-100k",115.147058823529,3915,0.275484355209457
5234,"BMW","BMW X4","C",2015,127562,"Diésel",258,"AUTO","False","Barcelona",4.67,1.88,1.62,1895,1400,"-",234,5.8,5.9,156,2,5,29500,10,0.136147757255937,"100k-200k",114.341085271318,2950,0.231260093131183
5235,"Cupra","Cupra León","0_EMISIONES",2021,28911,"Híbrido Enchufable",245,"AUTO","False","Córdoba",4.66,1.8,1.46,1717,NA,"-",225,7,1.6,52,2,5,30990,4,0.142690739662202,"20k-50k",126.489795918367,7747.5,1.07191034554322
5237,"Nissan","Nissan QASHQAI","C",2018,100690,"Diésel",130,"MANUAL","False","Granada",4.39,1.81,1.59,1429,1598,"-",190,9.9,4.4,116,2,5,19990,7,0.0909727081875437,"100k-200k",153.769230769231,2855.71428571429,0.198530142020062
5238,"Nissan","Nissan JUKE","C",2016,80386,"Diésel",110,"MANUAL","False","Málaga",4.14,1.77,1.57,1305,1189,"-",175,11.2,4,104,2,5,12300,9,0.0842911877394636,"50k-100k",111.818181818182,1366.66666666667,0.153011718458438
5239,"Seat","Seat Ibiza","C",2015,49109,"Gasolina",70,"MANUAL","False","Gipuzkoa",4.04,1.69,1.43,1049,NA,"-",163,5.4,125,NA,2,4,10990,10,0.0667302192564347,"20k-50k",157,1099,0.223787900384858
5240,"Seat","Seat León","C",2019,89126,"Gasolina",150,"AUTO","True","Alicante",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,1,5,14710,6,0.115919629057187,"50k-100k",98.0666666666667,2451.66666666667,0.165047236496645
5241,"Fiat","Fiat Scudo","C",2022,31567,"Diésel",102,"MANUAL","False","Albacete",4.61,1.92,1.91,1616,NA,"-",NA,11.3244444444444,NA,NA,1,5,17024,3,0.0631188118811881,"20k-50k",166.901960784314,5674.66666666667,0.539297367504039
5242,"Dacia","Dacia Sandero","C",2012,52058,"Gasolina",75,"MANUAL","True","Murcia",4.02,1.75,1.53,975,1200,"-",161,13.6,5.9,135,2,3,5490,13,0.0769230769230769,"50k-100k",73.2,422.307692307692,0.105459295401283
5244,"BMW","BMW i3","0_EMISIONES",2015,103414,"Eléctrico",170,"AUTO","False","Murcia",4,1.78,1.6,1270,1100,"-",150,7.2,160,NA,2,5,15300,10,0.133858267716535,"100k-200k",90,1530,0.147949020442106
5245,"Opel","Opel Corsa","C",2014,65860,"Gasolina",100,"MANUAL","True","Valencia",4,1.74,1.49,1183,1100,"-",180,11.9,5.7,120,2,5,9490,11,0.084530853761623,"50k-100k",94.9,862.727272727273,0.144093531733981
5246,"Seat","Seat Ateca","C",2021,56652,"Diésel",150,"MANUAL","False","Zaragoza",4.38,1.84,1.6,1483,NA,"-",203,9.3,4.8,127,2,5,24900,4,0.101146325016858,"50k-100k",166,6225,0.439525524253336
5247,"Toyota","Toyota C-HR","ECO",2018,111048,"Híbrido",122,"AUTO","False","Huelva",4.36,1.8,1.56,1495,1160,"-",170,11,3.8,86,1,5,20790,7,0.0816053511705686,"100k-200k",170.409836065574,2970,0.187216338880484
5248,"Seat","Seat Ibiza","C",2021,80062,"Gasolina",110,"MANUAL","True","Castellón",4.06,1.78,1.44,1134,1165,"-",195,10.2,5.1,116,2,5,12314,4,0.0970017636684303,"50k-100k",111.945454545455,3078.5,0.153805800504609
5249,"Hyundai","Hyundai i30","C",2019,64414,"Gasolina",120,"MANUAL","False","Granada",4.34,1.8,1.46,1220,1301,"-",190,11.1,5.6,127,2,5,16500,6,0.0983606557377049,"50k-100k",137.5,2750,0.256155494147235
5251,"Toyota","Toyota Yaris","C",2011,155557,"Gasolina",69,"MANUAL","True","Madrid",3.79,1.7,1.53,1010,NA,"-",155,15.7,5,118,1,3,6290,14,0.0683168316831683,"100k-200k",91.1594202898551,449.285714285714,0.040435338814711
5252,"Volvo","Volvo XC40","C",2021,72094,"Gasolina",129,"MANUAL","True","Ciudad Real",4.43,1.86,1.65,1509,1328,"-",180,10.9,7,159,2,5,24290,4,0.0854870775347912,"50k-100k",188.294573643411,6072.5,0.336921241712209
5255,"Peugeot","Peugeot Rifter","C",2021,46728,"Diésel",130,"MANUAL","True","Toledo",4.75,1.85,1.88,1527,3500,"-",179,5.5,143,NA,2,5,25800,4,0.0851342501637197,"20k-50k",198.461538461538,6450,0.552131484334874
5256,"Mini","Mini MINI","C",2021,20166,"Gasolina",102,"MANUAL","False","Madrid",4.02,1.73,1.43,1285,941,"-",192,10.6,5.9,126,2,5,21990,4,0.0793774319066148,"20k-50k",215.588235294118,5497.5,1.09044927105028
5257,"Seat","Seat Alhambra","B",2014,124667,"Diésel",140,"MANUAL","False","Vizcaya",4.85,1.9,1.74,1699,2430,"-",194,10.9,5.5,143,2,5,17390,11,0.0824014125956445,"100k-200k",124.214285714286,1580.90909090909,0.139491605637418
5258,"Ford","Ford Ka+","C",2019,120767,"Diésel",95,"MANUAL","False","Santander",3.94,1.7,1.52,1121,1029,"-",179,11.4,4.1,130,2,5,11990,6,0.0847457627118644,"100k-200k",126.210526315789,1998.33333333333,0.0992820886500451
5259,"Hyundai","Hyundai i30","C",2020,82934,"Gasolina",120,"MANUAL","True","Granada",4.34,1.8,1.46,1220,1301,"-",190,11.1,5.6,127,2,5,15190,5,0.0983606557377049,"50k-100k",126.583333333333,3038,0.183157691658427
5261,"Volkswagen","Volkswagen Tiguan","C",2023,33884,"Diésel",150,"AUTO","False","Vizcaya",4.51,1.84,1.68,1640,1655,"-",200,9.4,5.7,122,2,5,41990,2,0.0914634146341463,"20k-50k",279.933333333333,20995,1.23922795419667
