"X","Brand","Name","Sticker","Year","KM","Fuel","CV","Transmission","One_owner","Location","Length","Width","Height","Weight","Trunk","Tank","Vmax","X0to100","Consumption","Emissions","Keys_num","Extras_num","Price","Antiguitat","Ratio_Pot_Pes","Tram_KM","Preu_per_CV","Depreciacio_Anual","Preu_per_KM"
5262,"Volvo","Volvo XC40","C",2020,63532,"Gasolina",163,"AUTO","False","Vizcaya",4.43,1.87,1.65,1758,1308,"-",NA,9.51379310344828,NA,NA,2,5,27300,5,0.0927189988623436,"50k-100k",167.484662576687,5460,0.429704715733803
5264,"Seat","Seat Ibiza","C",2021,45350,"Gasolina",110,"MANUAL","True","Vizcaya",4.06,1.78,1.44,1134,1165,"-",195,10.2,4.8,123,2,5,17290,4,0.0970017636684303,"20k-50k",157.181818181818,4322.5,0.381256890848953
5266,"Nissan","Nissan X-TRAIL","C",2017,121358,"Gasolina",163,"MANUAL","True","Murcia",4.64,1.83,1.72,1430,1982,"-",200,9.7,6.4,149,2,5,17090,8,0.113986013986014,"100k-200k",104.846625766871,2136.25,0.140823019496037
5267,"Hyundai","Hyundai i30","C",2021,55599,"Gasolina",280,"MANUAL","True","Barcelona",4.34,1.8,1.45,1419,1287,"-",250,5.9,8,182,1,5,32390,4,0.197322057787174,"50k-100k",115.678571428571,8097.5,0.582564434612133
5268,"Audi","Audi A3","C",2020,108711,"Diésel",150,"AUTO","False","Madrid",4.31,1.79,1.43,1395,1220,"-",218,8.1,5.7,120,2,5,24990,5,0.10752688172043,"100k-200k",166.6,4998,0.22987554157353
5269,"Opel","Opel Grandland X","C",2020,133350,"Diésel",130,"MANUAL","True","Alicante",4.48,1.86,1.61,1435,1652,"-",192,10.9,5.2,136,2,5,15990,5,0.0905923344947735,"100k-200k",123,3198,0.119910011248594
5270,"Renault","Renault Kangoo Combi","C",2018,79920,"Diésel",75,"MANUAL","False","Málaga",4.28,1.83,1.84,1320,NA,"-",150,4.3,112,NA,2,5,14200,7,0.0568181818181818,"50k-100k",189.333333333333,2028.57142857143,0.177677677677678
5272,"Hyundai","Hyundai Santa Fe","B",2013,195310,"Diésel",197,"AUTO","False","Barcelona",4.69,1.88,1.68,1840,1680,"-",190,10.3,6.8,178,2,5,14500,12,0.107065217391304,"100k-200k",73.6040609137056,1208.33333333333,0.0742409502841636
5273,"Land Rover","Land Rover Range Rover Evoque","B",2011,164642,"Diésel",150,"MANUAL","False","Barcelona",4.36,1.9,1.64,1700,1445,"-",185,10.8,5.7,149,1,5,15450,14,0.0882352941176471,"100k-200k",103,1103.57142857143,0.0938399679304187
5274,"Abarth","Abarth 500","C",2015,128068,"Gasolina",135,"MANUAL","False","Valencia",3.66,1.63,1.48,1035,550,"-",205,7.9,6.5,155,2,5,12690,10,0.130434782608696,"100k-200k",94,1269,0.09908798450823
5275,"BMW","BMW Serie 1","C",2017,95533,"Gasolina",184,"AUTO","True","Alicante",4.33,1.77,1.44,1445,1200,"-",230,7.1,5.7,131,2,5,23890,8,0.127335640138408,"50k-100k",129.836956521739,2986.25,0.250070656213036
5278,"Citroën","Citroën C4","C",2017,52937,"Diésel",99,"MANUAL","True","Sevilla",4.33,1.79,1.5,1275,1183,"-",180,11.5,3.6,95,1,5,12990,8,0.0776470588235294,"50k-100k",131.212121212121,1623.75,0.24538602489752
5281,"Seat","Seat Ateca","C",2019,53710,"Gasolina",150,"MANUAL","False","Barcelona",4.36,1.84,1.62,1355,NA,"-",201,8.5,5.5,126,2,5,22200,6,0.11070110701107,"50k-100k",148,3700,0.413330850865761
5282,"Mazda","Mazda CX-5","C",2018,130464,"Gasolina",165,"AUTO","True","Málaga",4.55,1.84,1.68,1615,1620,"-",201,10.3,6.6,150,2,5,20150,7,0.102167182662539,"100k-200k",122.121212121212,2878.57142857143,0.154448736816286
5283,"Mazda","Mazda CX-3","C",2021,38900,"Gasolina",121,"MANUAL","True","Madrid",4.28,1.77,1.54,1259,1260,"-",192,9,6.2,140,2,5,21990,4,0.0961080222398729,"20k-50k",181.735537190083,5497.5,0.565295629820051
5284,"Mercedes","Mercedes Clase C","C",2019,146387,"Diésel",160,"AUTO","False","Valencia",4.7,1.81,1.46,1615,1480,"-",220,8.2,4.3,114,2,5,24290,6,0.0990712074303406,"100k-200k",151.8125,4048.33333333333,0.165930034770847
5285,"Mitsubishi","Mitsubishi ASX","C",2019,46532,"Gasolina",117,"MANUAL","True","Castellón",4.37,1.81,1.64,1285,1183,"-",183,11.5,6.6,152,2,5,15800,6,0.0910505836575875,"20k-50k",135.042735042735,2633.33333333333,0.339551276540875
5286,"KIA","KIA Ceed Sportswagon","C",2016,102726,"Diésel",136,"MANUAL","False","Valencia",4.51,1.78,1.49,1314,1642,"-",194,10.5,4,104,1,5,15790,9,0.103500761035008,"100k-200k",116.102941176471,1754.44444444444,0.153709868971828
5287,"Peugeot","Peugeot Traveller","C",2019,81710,"Diésel",180,"AUTO","False","Vizcaya",4.96,1.92,1.9,1730,2550,"-",185,8.8,6.4,143,2,5,53990,6,0.104046242774566,"50k-100k",299.944444444444,8998.33333333333,0.660751438012483
5291,"Renault","Renault Arkana","ECO",2024,11405,"Híbrido",140,"AUTO","True","Toledo",4.57,1.82,1.57,1411,1296,"-",174,9.8,5.9,132,2,5,28500,1,0.0992204110559887,"0-20k",203.571428571429,28500,2.4989039894783
5292,"BMW","BMW Serie 1","C",2018,38226,"Gasolina",184,"AUTO","False","Madrid",4.33,1.77,1.42,1445,1200,"-",230,7.1,5.7,131,2,5,26990,7,0.127335640138408,"20k-50k",146.684782608696,3855.71428571429,0.706063935541255
5293,"Audi","Audi Q2","C",2021,114003,"Gasolina",150,"AUTO","False","Madrid",4.21,1.79,1.51,1380,1050,"-",218,8.6,6,116,1,5,20578,4,0.108695652173913,"100k-200k",137.186666666667,5144.5,0.180504021823987
5294,"KIA","KIA Sorento","C",2015,110163,"Diésel",200,"AUTO","True","Granada",4.78,1.89,1.69,1791,1662,"-",203,9.3,6.6,174,1,5,23490,10,0.111669458403127,"100k-200k",117.45,2349,0.2132294872144
5296,"Alfa Romeo","Alfa Romeo Giulietta","C",2019,76834,"Gasolina",120,"MANUAL","True","Murcia",4.35,1.8,1.47,1280,1045,"-",195,9.4,7.2,166,2,5,16990,6,0.09375,"50k-100k",141.583333333333,2831.66666666667,0.221126063982091
5298,"Mitsubishi","Mitsubishi Eclipse Cross","C",2019,112600,"Gasolina",163,"AUTO","True","Murcia",4.41,1.81,1.69,1490,1122,"-",200,9.7,7.2,165,2,5,19990,6,0.109395973154362,"100k-200k",122.638036809816,3331.66666666667,0.17753108348135
5299,"DS","DS DS 7 Crossback","C",2020,60206,"Diésel",130,"MANUAL","False","Valencia",4.57,1.91,1.62,1420,1752,"-",NA,9.4,NA,NA,1,5,23800,5,0.0915492957746479,"50k-100k",183.076923076923,4760,0.395309437597582
5300,"Opel","Opel Corsa","C",2016,103325,"Gasolina",75,"MANUAL","True","Valencia",4.02,1.75,1.48,1163,1120,"-",167,14,5.2,120,1,4,8390,9,0.0644883920894239,"100k-200k",111.866666666667,932.222222222222,0.0812000967819985
5301,"Ford","Ford Focus","C",2016,80708,"Diésel",120,"MANUAL","True","Valencia",4.36,1.82,1.47,1343,1262,"-",193,10.5,3.8,98,2,5,13800,9,0.0893521965748325,"50k-100k",115,1533.33333333333,0.170986767111067
5302,"Seat","Seat Ibiza","C",2019,81344,"Gasolina",95,"MANUAL","True","Murcia",4.06,1.78,1.44,1134,1165,"-",182,10.9,4.6,105,2,5,12490,6,0.0837742504409171,"50k-100k",131.473684210526,2081.66666666667,0.153545436664044
5303,"Mitsubishi","Mitsubishi ASX","C",2018,75095,"Gasolina",117,"MANUAL","True","Oviedo",4.37,1.81,1.64,1285,1183,"-",183,11.5,6.6,152,1,5,18490,7,0.0910505836575875,"50k-100k",158.034188034188,2641.42857142857,0.24622145282642
5304,"Peugeot","Peugeot Rifter","C",2019,39972,"Diésel",130,"AUTO","True","Murcia",4.75,1.85,1.88,1540,1900,"-",179,4.4,117,NA,2,5,19826,6,0.0844155844155844,"20k-50k",152.507692307692,3304.33333333333,0.495997198038627
5306,"Volkswagen","Volkswagen Golf","C",2020,40571,"Gasolina",130,"MANUAL","True","Castellón",4.26,1.79,1.49,1280,1270,"-",210,9.1,5.6,113,1,5,20500,5,0.1015625,"20k-50k",157.692307692308,4100,0.50528702767987
5307,"Mazda","Mazda Mazda3","C",2017,64220,"Diésel",150,"AUTO","False","Murcia",4.47,1.8,1.47,1405,1263,"-",201,9.7,4.8,127,2,5,15990,8,0.106761565836299,"50k-100k",106.6,1998.75,0.248987854251012
5308,"Ford","Ford Kuga","B",2013,101511,"Diésel",163,"AUTO","True","Barcelona",4.52,1.84,1.69,1707,1653,"-",196,10.4,6.2,162,2,5,15800,12,0.0954891622729936,"100k-200k",96.9325153374233,1316.66666666667,0.155648156357439
5309,"Citroën","Citroën C-Elysée","C",2014,90645,"Gasolina",72,"MANUAL","False","Barcelona",4.43,1.75,1.47,1055,1000,"-",160,14.2,5.2,119,1,2,6200,11,0.0682464454976303,"50k-100k",86.1111111111111,563.636363636364,0.0683986982183242
5310,"Ford","Ford Focus","B",2014,71434,"Diésel",115,"MANUAL","False","Alicante",4.36,1.82,1.48,1344,1148,"-",193,10.8,4.2,109,1,5,10490,11,0.0855654761904762,"50k-100k",91.2173913043478,953.636363636364,0.146848839488199
5311,"Ford","Ford Ka","C",2011,141847,"Gasolina",69,"MANUAL","False","Murcia",3.62,1.66,1.51,940,747,"-",159,13.1,5.1,119,1,2,4590,14,0.0734042553191489,"100k-200k",66.5217391304348,327.857142857143,0.0323588091394249
5316,"Toyota","Toyota Rav4","ECO",2019,100024,"Híbrido",218,"AUTO","False","Barcelona",4.6,1.86,1.69,1665,NA,"-",180,8.4,4.6,105,1,5,32490,6,0.130930930930931,"100k-200k",149.036697247706,5415,0.32482204270975
5317,"Peugeot","Peugeot Partner","C",2017,150862,"Diésel",100,"MANUAL","False","Sevilla",4.38,1.86,1.86,1320,NA,"-",166,4.3,119,NA,2,5,12490,8,0.0757575757575758,"100k-200k",124.9,1561.25,0.0827908949901234
5318,"Mazda","Mazda CX-3","C",2019,17382,"Gasolina",121,"MANUAL","False","La Coruña",4.28,1.77,1.54,1259,1260,"-",192,9,6.6,149,2,5,19900,6,0.0961080222398729,"0-20k",164.462809917355,3316.66666666667,1.14486250143827
5319,"Nissan","Nissan X-TRAIL","C",2018,37031,"Diésel",130,"MANUAL","True","Barcelona",4.69,1.82,1.74,1505,1996,"-",188,10.5,5.1,133,2,5,24490,7,0.0863787375415282,"20k-50k",188.384615384615,3498.57142857143,0.661337798061084
5320,"Hyundai","Hyundai Kona","ECO",2022,30199,"Híbrido",141,"AUTO","True","Córdoba",4.21,1.8,1.57,1376,1156,"-",161,11,4.9,112,1,5,22800,3,0.102470930232558,"20k-50k",161.702127659574,7600,0.754991887148581
5322,"Suzuki","Suzuki SX4 S-Cross","B",2014,159432,"Diésel",120,"MANUAL","False","Alicante",4.3,1.77,1.59,1240,NA,"-",180,12,4.4,115,2,5,9850,11,0.0967741935483871,"100k-200k",82.0833333333333,895.454545454545,0.0617818254804556
5323,"Fiat","Fiat 500","C",2018,44051,"Gasolina",69,"AUTO","False","Alicante",3.57,1.63,1.49,865,550,"-",160,12.9,4.9,115,2,5,13990,7,0.0797687861271676,"20k-50k",202.753623188406,1998.57142857143,0.317586433906154
5324,"Volvo","Volvo V40","C",2019,94575,"Diésel",120,"AUTO","False","Granada",4.37,1.8,1.44,1577,1032,"-",190,10.5,4.5,118,2,5,18890,6,0.0760938490805327,"50k-100k",157.416666666667,3148.33333333333,0.199735659529474
5325,"Opel","Opel Insignia","B",2015,183792,"Diésel",140,"MANUAL","False","Vizcaya",4.84,1.86,1.5,1613,1470,"-",205,10.9,3.7,98,1,5,8900,10,0.0867947923124612,"100k-200k",63.5714285714286,890,0.04842430573692
5326,"Peugeot","Peugeot Boxer","B",2016,165745,"Diésel",130,"MANUAL","False","Madrid",5.41,2.05,2.52,2032,NA,"-",155,6.2,163,NA,2,5,16490,9,0.0639763779527559,"100k-200k",126.846153846154,1832.22222222222,0.0994901806992669
5328,"Peugeot","Peugeot 208","C",2015,41595,"Gasolina",82,"MANUAL","True","Girona",3.97,1.74,1.46,1040,1076,"-",175,12.2,4.5,104,1,5,10350,10,0.0788461538461538,"20k-50k",126.219512195122,1035,0.248827984132708
5330,"Audi","Audi S5","C",2012,108153,"Gasolina",333,"AUTO","False","Alicante",4.64,1.85,1.38,1955,NA,"-",250,5.4,8.5,199,1,5,24490,13,0.170332480818414,"100k-200k",73.5435435435435,1883.84615384615,0.226438471424741
5331,"Skoda","Skoda Octavia","C",2022,42297,"Gasolina",245,"AUTO","True","Pontevedra",4.69,1.83,1.47,1464,1700,"-",244,6.7,7.1,151,2,5,36990,3,0.167349726775956,"20k-50k",150.979591836735,12330,0.874530108518335
5332,"Seat","Seat Ateca","C",2019,38118,"Gasolina",150,"MANUAL","True","Alicante",4.36,1.84,1.62,1355,NA,"-",201,8.5,5.5,126,2,5,23490,6,0.11070110701107,"20k-50k",156.6,3915,0.616244294034314
5333,"Renault","Renault Mégane","C",2019,83289,"Gasolina",140,"MANUAL","True","Sevilla",4.36,1.81,1.45,1231,1247,"-",205,9.5,5.2,120,2,5,14990,6,0.113728675873274,"50k-100k",107.071428571429,2498.33333333333,0.179975747097456
5334,"Volkswagen","Volkswagen Tiguan","C",2023,21381,"Diésel",150,"AUTO","True","Huelva",4.51,1.84,1.68,1640,1655,"-",200,9.4,5.7,122,2,5,32892,2,0.0914634146341463,"20k-50k",219.28,16446,1.5383751929283
5335,"Renault","Renault Mégane","C",2020,64489,"Diésel",115,"MANUAL","False","Alicante",4.36,1.81,1.45,1315,1247,"-",190,11.1,4.5,119,2,5,18990,5,0.0874524714828897,"50k-100k",165.130434782609,3798,0.294468824140551
5336,"Citroën","Citroën C4 Picasso","C",2015,149774,"Diésel",150,"AUTO","False","Huelva",4.43,1.83,1.63,1490,NA,"-",207,10.1,4.3,112,2,5,12900,10,0.100671140939597,"100k-200k",86,1290,0.0861297688517366
5337,"Seat","Seat León","ECO",2019,63293,"GNC",130,"AUTO","False","Barcelona",4.28,1.82,1.44,1334,NA,"-",206,9.9,96,NA,2,5,16990,6,0.0974512743628186,"50k-100k",130.692307692308,2831.66666666667,0.268434108037224
5339,"Jeep","Jeep Renegade","B",2015,128949,"Diésel",120,"MANUAL","False","Vizcaya",4.23,1.8,1.66,1404,NA,"-",187,10.2,4.6,120,2,5,13200,10,0.0854700854700855,"100k-200k",110,1320,0.102366051694856
5340,"KIA","KIA Ceed","B",2015,156064,"Diésel",90,"MANUAL","False","Barcelona",4.31,1.78,1.47,1365,1318,"-",170,13.5,4.1,109,2,5,8300,10,0.0659340659340659,"100k-200k",92.2222222222222,830,0.0531833094115235
5341,"Mazda","Mazda Mazda3","C",2016,131398,"Diésel",105,"MANUAL","False","Barcelona",4.46,1.8,1.45,1395,1263,"-",185,11,3.8,99,1,5,12890,9,0.0752688172043011,"100k-200k",122.761904761905,1432.22222222222,0.0980989056150017
5342,"Mercedes","Mercedes CLA","C",2023,28007,"Diésel",150,"AUTO","False","Castellón",4.69,1.83,1.44,1570,1370,"-",221,8.4,5,132,2,5,37500,2,0.0955414012738854,"20k-50k",250,18750,1.33895097654158
5344,"Mitsubishi","Mitsubishi ASX","C",2015,77529,"Gasolina",117,"MANUAL","False","Barcelona",4.3,1.77,1.63,1260,1219,"-",183,11.5,5.8,135,1,5,13490,10,0.0928571428571429,"50k-100k",115.299145299145,1349,0.173999406673632
5345,"Hyundai","Hyundai i30","C",2018,49636,"Gasolina",120,"MANUAL","True","Barcelona",4.34,1.8,1.46,1268,1301,"-",190,11.1,4.9,126,2,5,14450,7,0.0946372239747634,"20k-50k",120.416666666667,2064.28571428571,0.291119348859699
5346,"Renault","Renault Kangoo Furgón","C",2020,128343,"Diésel",75,"MANUAL","False","Girona",4.28,1.83,1.81,1300,NA,"-",150,4.6,112,NA,2,4,9900,5,0.0576923076923077,"100k-200k",132,1980,0.0771370468198499
5348,"Opel","Opel Zafira","B",2009,123136,"Diésel",110,"MANUAL","False","Gipuzkoa",4.47,1.8,1.64,1615,1820,"-",179,13.4,5.7,139,2,5,5990,16,0.0681114551083591,"100k-200k",54.4545454545455,374.375,0.0486454002079002
5349,"Ford","Ford Fiesta","C",2020,28498,"Gasolina",100,"MANUAL","False","Valencia",4.07,1.74,1.5,1101,1093,"-",182,10.5,4.7,135,2,5,16490,5,0.0908265213442325,"20k-50k",164.9,3298,0.578637097340164
5352,"BMW","BMW Serie 1","C",2017,122303,"Diésel",116,"AUTO","False","Barcelona",4.33,1.77,1.44,1395,1200,"-",200,10.3,4,97,2,5,15490,8,0.0831541218637993,"100k-200k",133.534482758621,1936.25,0.126652657743473
5353,"Ford","Ford Kuga","B",2009,120722,"Diésel",136,"MANUAL","True","Barcelona",4.44,1.84,1.68,1573,1355,"-",182,10.6,6.3,159,2,5,9200,16,0.0864589955499046,"100k-200k",67.6470588235294,575,0.0762081476450026
5354,"Peugeot","Peugeot Traveller","C",2019,122162,"Diésel",150,"MANUAL","True","Barcelona",4.96,1.92,1.9,1705,2550,"-",184,10.3,5.7,144,1,5,29490,6,0.0879765395894428,"100k-200k",196.6,4915,0.241400762921367
5355,"Dacia","Dacia Lodgy","B",2014,157650,"Diésel",107,"MANUAL","False","Madrid",4.5,1.75,1.68,1205,2617,"-",175,11.6,4.4,116,2,4,8850,11,0.0887966804979253,"100k-200k",82.7102803738318,804.545454545455,0.0561370123691722
5356,"Peugeot","Peugeot 3008","C",2022,52303,"Diésel",130,"MANUAL","True","Barcelona",4.45,1.84,1.62,1429,1482,"-",192,11.9,5,130,2,5,17727,3,0.0909727081875437,"50k-100k",136.361538461538,5909,0.338928933330784
5357,"Mitsubishi","Mitsubishi Outlander","C",2016,147889,"Diésel",150,"MANUAL","True","Alicante",4.7,1.81,1.68,1510,1718,"-",200,10,4.9,130,1,5,15490,9,0.0993377483443709,"100k-200k",103.266666666667,1721.11111111111,0.104740717700437
5358,"Citroën","Citroën Berlingo","C",2019,28192,"Gasolina",110,"MANUAL","True","Barcelona",4.4,1.85,1.8,1356,983,"-",170,5,158,NA,2,5,19490,6,0.0811209439528024,"20k-50k",177.181818181818,3248.33333333333,0.69133087400681
5359,"Peugeot","Peugeot 2008","C",2018,88164,"Diésel",100,"MANUAL","False","Badajoz",4.16,1.74,1.56,1160,1400,"-",180,11.3,3.7,97,2,5,13200,7,0.0862068965517241,"50k-100k",132,1885.71428571429,0.149720974547434
5361,"Volkswagen","Volkswagen Polo","B",2014,106862,"Diésel",90,"MANUAL","False","Cádiz",3.97,1.68,1.46,1157,952,"-",180,11.5,4.2,109,2,5,9750,11,0.0777873811581677,"100k-200k",108.333333333333,886.363636363636,0.0912391682730999
5362,"KIA","KIA Ceed","C",2016,132241,"Diésel",136,"MANUAL","True","Madrid",4.31,1.78,1.47,1289,1318,"-",197,10.2,4,102,2,5,13990,9,0.105508145849496,"100k-200k",102.867647058824,1554.44444444444,0.105791698489878
5363,"Ford","Ford Fiesta","B",2009,113420,"Diésel",68,"MANUAL","True","Vizcaya",3.95,1.72,1.43,1030,979,"-",162,14,4.2,110,2,5,6200,16,0.0660194174757282,"100k-200k",91.1764705882353,387.5,0.0546640804090989
5364,"Citroën","Citroën Berlingo","C",2017,124176,"Diésel",120,"MANUAL","True","Almería",4.38,1.81,1.86,1398,NA,"-",178,4.3,113,NA,2,5,14990,8,0.0858369098712446,"100k-200k",124.916666666667,1873.75,0.120715758278572
5366,"Toyota","Toyota C-HR","ECO",2018,80480,"Híbrido",122,"AUTO","True","Sevilla",4.36,1.8,1.56,1495,1160,"-",170,11,3.8,87,2,5,22900,7,0.0816053511705686,"50k-100k",187.704918032787,3271.42857142857,0.284542743538767
5369,"Jeep","Jeep Compass","C",2019,98882,"Diésel",140,"AUTO","True","Toledo",4.39,1.82,1.65,1619,1251,"-",190,10.5,6.3,159,2,5,22500,6,0.086473131562693,"50k-100k",160.714285714286,3750,0.227543941263324
5370,"Ford","Ford Focus C-MAX","SENSE_ETIQUETA",2004,238519,"Diésel",136,"MANUAL","True","Madrid",4.33,1.83,1.6,1523,1620,"-",200,9.6,5.6,148,2,5,2690,21,0.0892974392646093,"+200k",19.7794117647059,128.095238095238,0.0112779275445562
5371,"Peugeot","Peugeot Expert","C",2021,11386,"Diésel",120,"MANUAL","False","Córdoba",4.96,1.92,1.9,1570,NA,"-",160,4.9,164,NA,1,5,22990,4,0.0764331210191083,"0-20k",191.583333333333,5747.5,2.01914632004216
5372,"Renault","Renault Clio","C",2019,62090,"Diésel",75,"MANUAL","True","Vizcaya",4.06,1.73,1.45,1159,1146,"-",181,12,4,106,2,5,11390,6,0.0647109577221743,"50k-100k",151.866666666667,1898.33333333333,0.183443388629409
5373,"BMW","BMW Serie 1","C",2019,90783,"Diésel",150,"MANUAL","False","Cádiz",4.33,1.77,1.42,1470,1200,"-",212,8.4,4.6,120,2,5,23290,6,0.102040816326531,"50k-100k",155.266666666667,3881.66666666667,0.256545829064913
5374,"Smart","Smart roadster","C",2006,106102,"Gasolina",82,"AUTO","False","Madrid",3.43,1.62,1.19,790,NA,"-",175,10.9,5.1,122,2,5,7900,19,0.10379746835443,"100k-200k",96.3414634146341,415.789473684211,0.0744566549169667
5375,"Chevrolet","Chevrolet Cruze","C",2013,117619,"Gasolina",124,"MANUAL","True","Toledo",4.51,1.8,1.48,1305,1254,"-",190,12,6.6,153,1,5,7190,12,0.0950191570881226,"100k-200k",57.9838709677419,599.166666666667,0.061129579404688
5376,"Mini","Mini CLUBMAN","C",2016,92727,"Diésel",190,"MANUAL","False","Cádiz",4.25,1.8,1.44,1460,1250,"-",225,7.4,4.5,119,2,5,18750,9,0.13013698630137,"50k-100k",98.6842105263158,2083.33333333333,0.202206477077874
5377,"Dacia","Dacia Duster","C",2019,125551,"Gasolina",115,"MANUAL","True","Madrid",4.34,1.8,1.69,1179,1478,"-",172,11.9,6.5,149,2,5,14190,6,0.097540288379983,"100k-200k",123.391304347826,2365,0.113021799906014
5378,"DS","DS DS 5","C",2016,75716,"Diésel",120,"MANUAL","True","Córdoba",4.53,1.87,1.51,1428,NA,"-",191,11.7,4,104,2,5,12390,9,0.0840336134453782,"50k-100k",103.25,1376.66666666667,0.16363780442707
5379,"Peugeot","Peugeot 807","SENSE_ETIQUETA",2005,266248,"Diésel",109,"MANUAL","False","Madrid",4.73,1.85,1.85,1736,2948,"-",172,13.4,7.2,189,1,5,2300,20,0.0627880184331797,"+200k",21.1009174311927,115,0.00863856254319281
5380,"Opel","Opel Crossland X","C",2017,77947,"Gasolina",110,"MANUAL","True","Alicante",4.21,1.83,1.61,1245,1255,"-",188,10.6,4.9,111,2,5,13200,8,0.0883534136546185,"50k-100k",120,1650,0.169345837556288
5384,"Toyota","Toyota Land Cruiser","C",2019,87416,"Diésel",177,"AUTO","True","Madrid",4.57,1.86,1.83,1960,720,"-",175,12.7,9.4,246,2,5,47990,6,0.0903061224489796,"50k-100k",271.129943502825,7998.33333333333,0.548984167658095
5385,"Renault","Renault Master","C",2023,16670,"Diésel",145,"MANUAL","False","Madrid",0,0,0,2000,NA,"-",NA,10.356993006993,NA,NA,1,5,61900,2,0.0725,"0-20k",426.896551724138,30950,3.71325734853029
5387,"Peugeot","Peugeot 3008","C",2016,143486,"Diésel",120,"MANUAL","False","Córdoba",4.37,1.84,1.64,1420,1241,"-",183,12,4.1,108,2,5,10800,9,0.0845070422535211,"100k-200k",90,1200,0.0752686673264291
5388,"Volkswagen","Volkswagen Sharan","C",2017,130000,"Diésel",184,"AUTO","True","Madrid",4.85,1.9,1.74,1804,2297,"-",213,8.9,5.4,139,2,5,27250,8,0.1019955654102,"100k-200k",148.097826086957,3406.25,0.209615384615385
5389,"Volkswagen","Volkswagen Scirocco","B",2014,212600,"Diésel",140,"MANUAL","False","Barcelona",4.26,1.81,1.4,1379,1006,"-",207,9.3,4.5,118,2,5,10500,11,0.101522842639594,"+200k",75,954.545454545455,0.0493885230479774
5391,"Volkswagen","Volkswagen Polo","C",2013,79246,"Gasolina",90,"AUTO","True","Navarra",3.97,1.68,1.46,1129,952,"-",182,10.9,5.3,124,2,3,13290,12,0.0797165633303809,"50k-100k",147.666666666667,1107.5,0.167705625520531
5392,"Mercedes","Mercedes GLA","C",2015,112720,"Diésel",136,"AUTO","False","Girona",4.42,1.8,1.49,1505,1235,"-",205,9.5,4.2,110,2,5,19500,10,0.0903654485049834,"100k-200k",143.382352941176,1950,0.172995031937544
5393,"Audi","Audi A1","C",2020,93317,"Gasolina",116,"AUTO","True","Alicante",4.03,1.74,1.41,1200,1090,"-",203,9.4,6.3,112,1,5,23190,5,0.0966666666666667,"50k-100k",199.913793103448,4638,0.248507774574836
5394,"Land Rover","Land Rover Range Rover Evoque","ECO",2021,51767,"Híbrido Enchufable",309,"AUTO","False","Madrid",4.37,1.9,1.65,2157,1156,"-",213,6.4,1.4,40,2,5,40990,4,0.143254520166898,"50k-100k",132.653721682848,10247.5,0.791817180829486
